t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
1.210000000000000936e-01,-7.472050783611719482e-02,-2.959362063659888853e-01,5.005213010367798310e-01,1.196848020668769719e+00,2.358418471445109077e+00,-2.298499289638254339e+00,-5.214542288040497908e-01
1.220000000000000945e-01,-7.349503924725900306e-02,-2.934977433990281215e-01,4.981328931214009104e-01,1.225468588858186436e+00,2.438462966804292975e+00,-2.388407915353231381e+00,-5.126400058874658328e-01
1.230000000000000954e-01,-7.224156087539454485e-02,-2.909807752198441122e-01,4.956563354275007605e-01,1.253478371864453988e+00,2.516968179025090180e+00,-2.476557693875077071e+00,-5.033283234017851271e-01
1.240000000000000963e-01,-7.096071693061958841e-02,-2.883869403596022729e-01,4.930935004474069627e-01,1.280843944774955334e+00,2.593834860081058125e+00,-2.562834980069454538e+00,-4.935340642228140950e-01
1.250000000000000833e-01,-6.965318475078763338e-02,-2.857179765543508276e-01,4.904463737698003811e-01,1.307532179831958574e+00,2.668963805089505481e+00,-2.647126677582565701e+00,-4.832744275631455366e-01
1.260000000000000842e-01,-6.831967434451700905e-02,-2.829757202554543660e-01,4.877170530286125683e-01,1.333510406270618454e+00,2.742256298734035092e+00,-2.729320741164410258e+00,-4.725689169724986982e-01
1.270000000000000850e-01,-6.696092776827111681e-02,-2.801621056703123003e-01,4.849077463280261902e-01,1.358746576245896565e+00,2.813614584979548638e+00,-2.809306700563532821e+00,-4.614393090234365502e-01
1.280000000000000859e-01,-6.557771833246736626e-02,-2.772791633124750965e-01,4.820207701247738452e-01,1.383209435803751663e+00,2.882942357675478462e+00,-2.886976203229967730e+00,-4.499096017976462747e-01
1.290000000000000868e-01,-6.417084963276283027e-02,-2.743290180431425251e-01,4.790585465521523534e-01,1.406868699704539649e+00,2.950145269172014917e+00,-2.962223572599353094e+00,-4.380059425076510138e-01
1.300000000000000877e-01,-6.274115440400350463e-02,-2.713138865893713891e-01,4.760236001738495926e-01,1.429695228759323200e+00,3.015131453612435841e+00,-3.034946378281011548e+00,-4.257565338044528858e-01
1.310000000000000886e-01,-6.128949319580600380e-02,-2.682360745281175407e-01,4.729185541598091569e-01,1.451661208197503328e+00,3.077812061097599194e+00,-3.105046014018651324e+00,-4.131915185700947291e-01
1.320000000000000895e-01,-5.981675287035063265e-02,-2.650979727295041943e-01,4.697461258809391693e-01,1.472740325455370813e+00,3.138101798460086300e+00,-3.172428278848639316e+00,-4.003428432885769439e-01
1.330000000000000904e-01,-5.832384492469649268e-02,-2.619020532573930748e-01,4.665091219244432152e-01,1.492907945654137647e+00,3.195919471961059966e+00,-3.237003956474553856e+00,-3.872441003655033853e-01
1.340000000000000913e-01,-5.681170364176010845e-02,-2.586508647304311959e-01,4.632104325369341136e-01,1.512141282936382058e+00,3.251188526815718127e+00,-3.298689387487707236e+00,-3.739303501023201193e-01
1.350000000000000921e-01,-5.528128407601123895e-02,-2.553470271521848245e-01,4.598530255081767493e-01,1.530419565748871058e+00,3.303837578104462658e+00,-3.357407028735960530e+00,-3.604379233515864200e-01
1.360000000000000930e-01,-5.373355988190847699e-02,-2.519932262247185917e-01,4.564399395142881288e-01,1.547724194102762851e+00,3.353800927328828063e+00,-3.413085993867074119e+00,-3.468042062145215709e-01
